id,num_of_admin_pages,admin_page_duration,num_of_info_pages,info_page_duration,num_of_product_pages,product_page_duration,total_duration,BounceRates,ExitRates,PageValues,closeness_to_holiday,Month,device,internet_browser,Region,user_type,Weekend,A,B,C,D,purchase
8245,0,0,0,0.0 minutes,7,444.0 minutes,,0,0.028571429,59.75418351,0,Dec,1,safari_15.2,2,New_Visitor,TRUE,c_8,110.3293129,log400,,1
8246,,0,0,0.0 minutes,87,1197.700198 minutes,1197.700198,0,0.002352941,38.00063931,0,Nov,2,chrome_89,1,New_Visitor,FALSE,c_2,94.6954415,log202,,1
8247,0,0,0,0.0 minutes,3,16.0 minutes,16,0.066666667,0.133333333,0,0,Dec,2,edge_97.0.1072.76,7,Returning_Visitor,FALSE,c_3,95.8497618,log_100,,0
8248,6,114.2591575,9,352.0833333 minutes,119,6245.704152 minutes,,0.003125,0.012179841,32.32493691,0,Dec,3,chrome_99.1.4,1,Returning_Visitor,TRUE,c_2,100.0839371,log_100,,1
8249,7,399.25,1,298.0 minutes,85,2409.875 minutes,3107.125,0.006818182,0.017267562,10.1319644,0,Dec,3,chrome_99.1.3,1,Returning_Visitor,FALSE,c_2,89.20251279,log400,,0
8250,0,0,0,,52,2004.708333 minutes,,0,0.019337607,0,0,Dec,2,chrome_99.1.3,3,Returning_Visitor,FALSE,c_1,102.1431173,log_100,,0
8251,0,0,0,0.0 minutes,1,0.0 minutes,,0.2,0.2,0,,Nov,8,chrome_89,9,Other,FALSE,,106.480897,log202,,0
8252,5,943,2,16.0 minutes,7,935.6666667 minutes,1894.666667,0,0.0375,0,0,Nov,2,chrome_99.1.4,3,Returning_Visitor,TRUE,c_6,96.37919867,log400,,1
8253,0,0,2,,41,,1001.375,0.004651163,0.009302326,0,0,Nov,2,,3,Returning_Visitor,TRUE,c_2,93.34427548,log202,,0
8254,2,126,,0.0 minutes,6,127.1666667 minutes,253.1666667,0.05,0.04375,0,0,Dec,3,chrome_89,5,Returning_Visitor,TRUE,,87.1042286,log200,,0
8255,0,0,0,0.0 minutes,9,,427,0,0.025,13.1168283,0,Dec,1,safari_13.1,1,New_Visitor,TRUE,c_2,76.60628822,log_100,,1
8256,0,0,0,0.0 minutes,2,93.0 minutes,93,0,0.05,0,0,Dec,3,chrome_89,5,Returning_Visitor,FALSE,c_2,112.3828171,log404,,0
8257,1,8,0,0.0 minutes,27,787.5357143 minutes,795.5357143,0,0.005142857,0,0,Nov,3,chrome_99.1.3,1,Returning_Visitor,FALSE,c_20_20,99.20053408,log400,,0
8258,0,0,0,0.0 minutes,8,210.4 minutes,210.4,0,0.05,0,0,Nov,1,safari_14,3,New_Visitor,TRUE,c_8,95.97958786,log8080,,0
8259,0,0,0,0.0 minutes,11,257.75 minutes,257.75,0,0.024242424,0,0,Dec,3,chrome_99.1.4,2,New_Visitor,FALSE,c_2,98.55120939,log400,,0
8260,16,180.6666667,1,649.25 minutes,113,8041.58887 minutes,,0.007936508,0.026808161,0,0,Dec,2,browser_6_v10,7,Returning_Visitor,FALSE,c_1,98.18721938,log202,,0
8261,6,634.5,3,312.75 minutes,172,7017.192635 minutes,7964.442635,0.001396648,0.019865374,0,0,Nov,2,edge_98.0.1108.84,1,Returning_Visitor,FALSE,c_2,112.6608756,log_100,,0
8262,0,0,0,0.0 minutes,38,1244.35 minutes,1244.35,0.039473684,0.053909774,0,0,Dec,1,safari_15,1,Returning_Visitor,FALSE,c_2,94.87568669,log_100,,0
8263,7,253.1,,0.0 minutes,40,1591.888095 minutes,1844.988095,0,0.012186396,48.66217061,0,Dec,2,chrome_99.1.3,3,Returning_Visitor,TRUE,c_2,105.4285109,log200,,1
8264,5,121.2666667,0,0.0 minutes,8,114.6 minutes,235.8666667,0,0.01,0,0,Nov,1,safari_13.1,1,New_Visitor,TRUE,c_2,91.71206535,log_100,,0
8265,12,176.9638554,9,266.875 minutes,351,,,0.012452132,0.027372411,1.984555788,0,Nov,3,chrome_89,1,Returning_Visitor,FALSE,c_3,92.252487,log400,,0
8266,0,0,0,0.0 minutes,1,0.0 minutes,,0.2,0.2,0,0,Dec,1,safari_15,4,Returning_Visitor,FALSE,c_1,93.42745805,log_100,,0
8267,2,30,2,33.0 minutes,,3753.19449 minutes,,0,0.003477932,77.10821943,0,Nov,2,chrome_80,1,New_Visitor,FALSE,c_8,99.90225216,log404,,1
8268,0,0,0,0.0 minutes,2,0.0 minutes,,0.2,0.2,0,0,Nov,1,safari_13.1,1,Returning_Visitor,FALSE,c_1,114.1310297,log_100,,0
8269,5,180.5,0,0.0 minutes,28,1070.625 minutes,,0,0.022427035,0,0,Dec,3,chrome_98.0.1,6,Returning_Visitor,FALSE,c_3,102.8913035,log200,,0
8270,2,20,0,0.0 minutes,15,1839.25 minutes,1859.25,0,0.004444444,0,0,Nov,2,chrome_99.1.3,9,Returning_Visitor,FALSE,c_2,90.81089081,log_100,,0
8271,0,0,0,0.0 minutes,,0.0 minutes,0,0.2,0.2,0,0,Nov,3,chrome_90.1.7,7,Returning_Visitor,FALSE,c_13,106.5362522,log8080,,0
8272,17,323.3636364,0,0.0 minutes,45,1534.825143 minutes,,0.002678571,0.020699598,7.180348301,0,Nov,1,safari_13,3,Returning_Visitor,FALSE,c_10,102.3006033,log8080,,1
8273,2,58.5,0,0.0 minutes,11,1568.5 minutes,,0,0.036363636,0,0,Nov,2,chrome_90.1.7,7,Returning_Visitor,FALSE,c_2,102.1535646,log_100,,0
8274,5,60.5,0,0.0 minutes,9,111.5 minutes,172,0.026666667,0.04,0,,Nov,2,chrome_90.1.7,9,Returning_Visitor,FALSE,c_1,100.0955806,log8080,,0
8275,,131.5,0,0.0 minutes,94,2332.109524 minutes,2463.609524,0.001030928,0.009450172,0,0,Nov,2,chrome_90.1.7,9,Returning_Visitor,FALSE,c_10,112.1851677,log8080,,0
8276,3,163.375,,0.0 minutes,4,24.0 minutes,,0,0.028571429,0,0,Nov,2,chrome_90.1.7,1,Returning_Visitor,TRUE,c_3,98.91246388,log200,,0
8277,1,18,2,13.0 minutes,20,1287.27381 minutes,1318.27381,0.015873016,0.038095238,0,0,Nov,3,,4,Returning_Visitor,FALSE,c_2,97.80929735,log202,,0
8278,13,216.3333333,1,9.0 minutes,59,985.3151515 minutes,,0,0.004545455,167.2308336,0,Nov,2,chrome_89,4,Returning_Visitor,TRUE,c_10,84.55950374,log200,,1
8279,0,0,0,0.0 minutes,23,2420.65 minutes,2420.65,0.013043478,0.047826087,0,0,Nov,4,safari_14.1,9,Returning_Visitor,FALSE,c_3,120.6657791,log200,,0
8280,1,0,0,0.0 minutes,9,300.3333333 minutes,300.3333333,0.041666667,0.06875,0,0,Dec,3,chrome_89,9,Returning_Visitor,FALSE,c_1,91.42095479,log_100,,0
8281,3,114.125,1,13.0 minutes,64,1602.94026 minutes,1730.06526,0.013432836,0.028731343,29.88386066,0,Nov,3,chrome_89,1,Returning_Visitor,TRUE,c_3,101.3890604,log200,,0
8282,10,1455.35,0,0.0 minutes,66,1646.612195 minutes,,0.007142857,0.029065112,0,0,Nov,2,chrome_99.1.4,1,Returning_Visitor,TRUE,c_2,103.0217683,log200,,0
8283,6,198.5,0,0.0 minutes,41,1824.083333 minutes,2022.583333,0,0.01,0,0,Dec,3,chrome_89,3,New_Visitor,FALSE,c_11,103.2972234,log202,,0
8284,13,493.75,0,0.0 minutes,22,1525.0 minutes,2018.75,0.008,0.018666667,25.00423187,0,Dec,3,chrome_99.1.3,1,Returning_Visitor,TRUE,c_1,97.50098894,log404,,1
8285,0,0,0,0.0 minutes,6,114.4166667 minutes,,0,0.016666667,0,0,Nov,3,chrome_90.1.7,1,New_Visitor,TRUE,c_6,83.82147186,log8080,,0
8286,0,0,0,0.0 minutes,53,1768.657051 minutes,1768.657051,0,0.003921569,0,0,Nov,2,edge_97.0.1072.76,3,Returning_Visitor,FALSE,c_2,94.53899478,log200,,0
8287,8,2086.75,1,46.5 minutes,81,5546.0 minutes,7679.25,0.002325581,0.014562569,15.56462164,0,Nov,2,chrome_80,1,Returning_Visitor,FALSE,c_2,127.4350233,log200,,1
8288,9,177.3333333,0,0.0 minutes,,2346.220238 minutes,2523.553571,0.002898551,0.003457557,0,0,Nov,1,safari_13,5,Returning_Visitor,FALSE,,92.24576973,log_100,,0
8289,2,136.5,0,0.0 minutes,8,1261.5 minutes,1398,0,0.01,0,0,Dec,8,safari_15.4,3,Returning_Visitor,TRUE,c_2,103.1513461,log200,,0
8290,0,0,0,0.0 minutes,41,898.15 minutes,898.15,0,0.011282051,19.51010101,0,Dec,2,browser_5_v17,3,Returning_Visitor,FALSE,c_1,123.1197347,log_100,,1
8291,5,111.3,0,0.0 minutes,138,4172.11572 minutes,,0,0.008337205,17.63434621,,Nov,2,chrome_99.1.3,9,Returning_Visitor,FALSE,c_2,103.2768342,log8080,,0
8292,0,0,0,0.0 minutes,7,143.0 minutes,143,0,0.028571429,0,0,Nov,2,browser_5_v12,2,Returning_Visitor,FALSE,c_3,92.2563382,log202,,0
8293,4,85,0,0.0 minutes,3,43.5 minutes,128.5,0,0.05,0,0,Dec,1,safari_15,1,New_Visitor,TRUE,c_8,98.02966982,log404,,0
8294,5,448.5,4,52.0 minutes,81,2537.807082 minutes,3038.307082,0.013793103,0.028674678,0,0,Nov,3,chrome_99.1.4,3,Returning_Visitor,TRUE,c_2,93.07476299,log404,,0
8295,0,0,0,0.0 minutes,11,580.25 minutes,,0.022222222,0.044444444,0,0,Nov,3,chrome_90.1.7,1,Returning_Visitor,TRUE,c_2,97.52922521,log8080,,0
8296,5,111,1,11.0 minutes,55,,3616.06746,0,0.029188713,4.007065498,0,Nov,2,chrome_89,3,Returning_Visitor,FALSE,c_1,101.4304612,log404,,0
8297,3,,6,137.8333333 minutes,15,1605.583333 minutes,1759.416666,0.011594203,0.037267081,0,0,Nov,2,browser_10_v7,1,Returning_Visitor,FALSE,c_2,88.05369126,log400,,1
8298,4,112.875,0,0.0 minutes,6,134.675 minutes,247.55,0,0.037037037,0,0,Nov,1,chrome_99.1.3,1,Returning_Visitor,FALSE,c_2,101.2012265,log400,,0
8299,0,0,0,,9,296.3928571 minutes,,0,0.025,0,0,Dec,1,safari_15.4,1,Returning_Visitor,FALSE,c_3,105.469699,log404,,0
8300,0,0,,0.0 minutes,9,444.0 minutes,444,0,0.044444444,0,0,Nov,2,,6,Returning_Visitor,FALSE,c_13,103.4909628,log404,,0
8301,13,311.8300935,4,201.5 minutes,166,6850.499335 minutes,,0,0.017541022,4.115853586,0,Dec,2,chrome_90.1.7,1,Returning_Visitor,FALSE,c_3,108.1789114,log202,,0
8302,,0,0,0.0 minutes,8,232.5 minutes,232.5,0,0.05,0,0,Nov,4,chrome_89,1,New_Visitor,FALSE,c_2,95.86541408,log200,,0
8303,0,0,0,0.0 minutes,40,2046.832418 minutes,2046.832418,0.004166667,0.033880952,0,0,Nov,1,browser_8_v8,1,Returning_Visitor,FALSE,c_11,117.1681966,log400,,1
8304,3,83,4,220.25 minutes,106,2974.734799 minutes,,0.005165165,0.02044187,19.03391341,0,Nov,2,chrome_99.1.4,7,Returning_Visitor,FALSE,c_2,87.57980358,log8080,,1
8305,0,0,0,0.0 minutes,13,277.0 minutes,,0,0.015384615,0,0,Nov,4,safari_13.1,1,Returning_Visitor,FALSE,c_8,100.0725752,log202,,0
8306,4,92.75,0,0.0 minutes,9,108.25 minutes,201,0,0.021428571,0,0,Nov,2,chrome_98.0.1,3,New_Visitor,FALSE,c_2,135.3261364,log400,,0
8307,,64.5,0,0.0 minutes,24,1151.136905 minutes,,0,0.0186,15.27655756,0,Dec,,,3,Returning_Visitor,FALSE,c_2,109.5345748,log8080,,1
8308,0,0,3,584.0 minutes,66,2060.508333 minutes,,0.005797101,0.022567288,0,0,Nov,2,chrome_99.1.3,1,Returning_Visitor,FALSE,c_1,117.5667329,log404,,0
8309,9,201.3666667,1,204.0 minutes,116,2764.290278 minutes,,0.000655738,0.005854801,42.7752197,0,Nov,3,chrome_89,2,Returning_Visitor,FALSE,c_2,107.0311928,log202,,1
8310,1,11,0,0.0 minutes,15,175.75 minutes,,0,0.025,0,0,Nov,,safari_14.1,2,New_Visitor,FALSE,c_2,106.8637176,log400,,0
8311,,466,0,0.0 minutes,6,609.5416667 minutes,1075.541667,0.033333333,0.116666667,0,0,Nov,2,chrome_80,1,Returning_Visitor,FALSE,c_2,93.09824969,log400,,0
8312,0,0,0,0.0 minutes,64,2264.091667 minutes,,0.00625,0.008854167,0,,Nov,1,safari_15.4,3,Returning_Visitor,FALSE,c_10,113.1872145,log202,,0
8313,2,75,,0.0 minutes,9,349.0 minutes,,0,0.01,0,0,Dec,2,edge_97.0.1072.76,3,Returning_Visitor,FALSE,c_8,91.88789341,log8080,,0
8314,0,0,0,0.0 minutes,1,0.0 minutes,0,0.2,0.2,0,0,Dec,2,chrome_99.1.3,2,Returning_Visitor,FALSE,c_1,97.30614203,log_100,,0
8315,0,0,0,0.0 minutes,11,546.75 minutes,546.75,0.036363636,0.054545455,0,0,Nov,2,chrome_98.0.1,5,Returning_Visitor,FALSE,c_1,95.55565181,log_100,,0
8316,10,317.9583333,4,821.0 minutes,20,781.425 minutes,,0,0.002666667,0,0,Dec,2,chrome_80,7,Returning_Visitor,FALSE,c_2,89.1088231,log202,,0
8317,0,0,0,0.0 minutes,8,463.6666667 minutes,463.6666667,0,0.0375,0,0,Nov,1,safari_13.1,1,Returning_Visitor,FALSE,c_3,104.1570217,log202,,0
8318,0,0,0,0.0 minutes,1,0.0 minutes,0,0.2,0.2,0,0,Dec,3,chrome_98.0.1,4,Returning_Visitor,FALSE,c_13,83.64115875,log200,,0
8319,4,157,0,0.0 minutes,20,834.075 minutes,,0,0.013333333,4.84736534,0,Dec,,chrome_90.1.7,1,Returning_Visitor,FALSE,c_2,104.455454,log_100,,1
8320,,0,0,0.0 minutes,35,806.125 minutes,806.125,0.012121212,0.024444444,0,0,Nov,1,safari_14.1,4,Returning_Visitor,FALSE,c_2,111.3831983,log400,,0
8321,13,295.9285714,5,17.9 minutes,154,6759.311928 minutes,,0.005767417,0.02883646,0,,Nov,2,chrome_90.1.7,3,Returning_Visitor,FALSE,c_10,80.86141415,log202,5.629653249,0
8322,,0,0,0.0 minutes,1,0.0 minutes,0,0.2,0.2,0,0,Dec,3,,1,Returning_Visitor,TRUE,c_1,88.77409157,log202,,0
8323,0,0,0,0.0 minutes,,440.75 minutes,440.75,0,0.041666667,0,0,Dec,2,chrome_99.1.3,6,Returning_Visitor,TRUE,c_1,100.6077911,log400,,0
8324,1,20,1,115.0 minutes,50,1404.459091 minutes,1539.459091,0.013,0.044,0,0,Dec,2,chrome_80,2,Returning_Visitor,TRUE,c_2,104.5053354,log400,,0
8325,8,288.0875,0,0.0 minutes,20,326.9277778 minutes,615.0152778,0.033333333,0.059464286,0,0,Dec,3,chrome_90.1.7,1,Returning_Visitor,TRUE,c_1,101.931918,log200,,0
8326,5,92.5625,0,0.0 minutes,2,99.5 minutes,,0,0.022222222,0,0,Nov,2,chrome_90.1.7,1,New_Visitor,TRUE,c_8,91.76963479,log400,,1
8327,0,0,0,0.0 minutes,6,137.0 minutes,137,0.066666667,0.1,0,0,Nov,1,safari_15.4,1,Returning_Visitor,FALSE,c_1,87.90115117,log8080,,0
8328,0,0,0,0.0 minutes,2,64.5 minutes,64.5,0,0.05,0,0,Nov,3,chrome_89,8,Returning_Visitor,FALSE,c_2,88.00021043,log_100,,0
8329,1,7.5,0,0.0 minutes,63,3060.055556 minutes,,0.024623656,0.03604734,0,0,Nov,3,chrome_99.1.4,1,Returning_Visitor,FALSE,c_3,88.43222825,log202,,0
8330,10,322.8333333,1,12.0 minutes,28,866.2166667 minutes,,0.006451613,0.012903226,0,0,Dec,2,,7,Returning_Visitor,FALSE,c_1,100.8576171,log400,,0
8331,0,0,0,0.0 minutes,,188.0 minutes,,0.05,0.0875,0,0,Dec,1,safari_14.1,2,Returning_Visitor,FALSE,c_1,110.6439067,log404,,0
8332,,0,0,0.0 minutes,49,2110.124603 minutes,2110.124603,0,0.004081633,62.93549178,0,Nov,2,chrome_89,1,Returning_Visitor,FALSE,c_10,85.80116819,log202,,1
8333,1,65.5,1,0.0 minutes,,5316.459524 minutes,,0.005,0.01125,77.25951671,0,Nov,1,safari_15.2,9,Returning_Visitor,TRUE,c_3,117.4237464,log8080,,1
8334,0,0,0,0.0 minutes,15,176.7666667 minutes,,0.0125,0.051041667,0,0,Nov,2,chrome_80,1,Returning_Visitor,FALSE,c_2,110.1432873,log202,,0
8335,0,0,0,0.0 minutes,9,591.25 minutes,,0,0.022222222,0,0,Dec,2,chrome_98.0.1,6,Returning_Visitor,FALSE,c_13,97.65864708,log400,,0
8336,2,197.5,0,0.0 minutes,17,820.5 minutes,,0.011111111,0.011111111,0,0,Dec,1,safari_14,1,Returning_Visitor,FALSE,c_8,93.13511348,log202,,0
8337,0,0,0,0.0 minutes,5,368.0 minutes,368,0,0.016666667,0,0,Dec,4,safari_15.4,2,Returning_Visitor,TRUE,c_1,100.231923,log200,,0
8338,0,0,0,0.0 minutes,3,158.0 minutes,,0.033333333,0.033333333,0,0,Dec,1,safari_13.1,1,New_Visitor,FALSE,c_3,120.3781954,log200,,0
8339,0,0,0,0.0 minutes,5,72.0 minutes,72,0,0.05,0,0,Dec,3,chrome_99.1.3,1,Returning_Visitor,FALSE,c_2,102.3939816,log8080,,0
8340,8,1592.916667,,146.6666667 minutes,14,1722.583333 minutes,3462.166667,0,0.031578947,0,0,Nov,4,safari_14,3,New_Visitor,FALSE,c_8,93.20833895,log404,,1
8341,,44.5,,0.0 minutes,137,7012.266796 minutes,,0.008321168,,0,,Nov,,,,Returning_Visitor,,c_10,96.13272649,log200,,1
8342,1,60.5,0,0.0 minutes,21,320.9833333 minutes,,0,0.01,0,0,Nov,2,browser_5_v9,1,Returning_Visitor,FALSE,c_2,111.3306971,log8080,,0
8343,0,0,0,0.0 minutes,1,0.0 minutes,,0.2,0.2,0,0,Dec,8,browser_13_v19,9,Other,FALSE,,101.6209844,log200,,0
8344,8,183.0833333,1,40.5 minutes,,6879.801826 minutes,,0.000568182,0.004306345,1.625051033,0,Nov,,chrome_89,9,Returning_Visitor,FALSE,c_10,102.2863078,log200,,0
8345,1,49,0,0.0 minutes,112,2237.603885 minutes,2286.603885,0.003933137,0.019128308,0,0,Dec,1,safari_14,4,Returning_Visitor,FALSE,c_2,92.89544984,log8080,,0
8346,3,284,0,0.0 minutes,33,2270.75 minutes,2554.75,0,0.010840336,0,0,Dec,2,chrome_99.1.4,7,Returning_Visitor,FALSE,c_2,105.5584588,log400,,0
8347,2,50,0,0.0 minutes,24,602.25 minutes,,0,0.003846154,0,0,Nov,2,chrome_90.1.7,1,Returning_Visitor,TRUE,c_2,94.74661367,log202,,0
8348,12,158.5952381,2,167.0 minutes,48,1256.291667 minutes,,0.003846154,0.016570513,29.76290794,0,Nov,3,chrome_80,1,Returning_Visitor,FALSE,c_2,99.90148766,log_100,,0
8349,8,47,0,0.0 minutes,18,1796.583333 minutes,1843.583333,0,0.02173913,0,0,Nov,2,chrome_99.1.3,2,Returning_Visitor,FALSE,c_1,92.36584214,log200,,0
8350,0,0,0,0.0 minutes,9,269.7 minutes,269.7,0,0.033333333,0,0,Dec,3,chrome_98.0.1,3,New_Visitor,FALSE,c_10,95.00317422,log400,,0
8351,2,33.75,0,,6,,,0,0.025,0,0,Dec,,chrome_99.1.4,4,New_Visitor,FALSE,c_2,107.5456887,log8080,,0
8352,4,53.75,0,0.0 minutes,41,1130.80754 minutes,1184.55754,0.019047619,0.018783069,0,0,Dec,3,chrome_80,1,Returning_Visitor,FALSE,c_2,97.85098069,log400,,0
8353,0,0,0,0.0 minutes,42,1333.914286 minutes,1333.914286,0.01,0.01094246,0,0,Nov,1,chrome_98.0.1,2,Returning_Visitor,FALSE,c_2,101.5332784,log200,,0
8354,2,34,0,0.0 minutes,35,1907.135417 minutes,1941.135417,0.006944444,0.021993464,64.25350176,0,Dec,2,chrome_99.1.4,1,Returning_Visitor,TRUE,c_10,93.66073012,log200,,0
8355,0,0,0,0.0 minutes,40,1085.333333 minutes,1085.333333,0.0075,0.045,0,,Dec,2,chrome_89,6,Returning_Visitor,FALSE,c_1,92.67999879,log404,,0
8356,3,109,0,0.0 minutes,70,2002.25 minutes,2111.25,0,0.004166667,0,0,Nov,2,chrome_89,1,New_Visitor,FALSE,c_2,116.2865855,log400,,0
8357,0,0,1,77.0 minutes,58,3757.75 minutes,,0.015819209,0.038418079,0,0,Nov,2,browser_5_v16,1,Returning_Visitor,FALSE,,101.4454211,log200,-1.23557065,1
8358,0,0,0,0.0 minutes,11,115.25 minutes,,0.027272727,0.045454545,0,0,Nov,3,chrome_99.1.4,9,New_Visitor,TRUE,c_10,108.0059353,log404,,0
8359,0,0,0,0.0 minutes,8,204.75 minutes,204.75,0,0.033333333,0,0,Dec,1,safari_15,1,Returning_Visitor,TRUE,c_1,104.0707464,log8080,,0
8360,2,33.5,0,0.0 minutes,8,556.0 minutes,,0,0.015151515,0,0,Dec,2,chrome_80,1,New_Visitor,TRUE,c_2,108.310939,log200,,0
8361,0,0,,50.5 minutes,6,238.55 minutes,,0,0.018518519,0,0,Nov,3,chrome_80,1,Returning_Visitor,FALSE,c_2,93.14481075,log200,,0
8362,0,0,0,0.0 minutes,22,1664.0 minutes,1664,0.03030303,0.032424242,0,0,Nov,1,safari_15.2,1,Returning_Visitor,FALSE,c_2,112.8016087,log404,,1
8363,0,0,0,0.0 minutes,2,46.5 minutes,,0.1,0.1,0,,Nov,2,chrome_90.1.7,3,Returning_Visitor,FALSE,c_1,102.5679187,log8080,,0
8364,3,,2,8.0 minutes,69,2766.942172 minutes,2934.108839,0.002816901,0.028665325,5.931332852,0,Dec,2,chrome_98.0.1,1,Returning_Visitor,FALSE,c_2,107.8804569,log200,,0
8365,0,0,0,0.0 minutes,1,0.0 minutes,0,0.2,0.2,0,0,Nov,1,safari_13.1,2,Returning_Visitor,FALSE,c_2,109.5413156,log_100,,0
8366,2,64.5,1,0.0 minutes,97,2696.10873 minutes,,0.003436426,0.021408935,5.770973155,0,Nov,2,chrome_98.0.1,1,Returning_Visitor,FALSE,c_13,91.96127706,log404,0.655472985,1
8367,5,34.5,,0.0 minutes,8,154.5 minutes,,0.022222222,0.014814815,0,0,Dec,3,chrome_98.0.1,4,Returning_Visitor,FALSE,c_2,114.0731529,log200,,0
8368,1,139.5,0,0.0 minutes,,1831.149084 minutes,1970.649084,0,0.000505051,0,0,Dec,2,chrome_99.1.3,3,New_Visitor,FALSE,c_2,119.4369874,log400,,0
8369,0,0,0,0.0 minutes,1,0.0 minutes,,0.2,0.2,0,0,Nov,4,safari_14,1,New_Visitor,FALSE,c_3,94.25099323,log200,,0
8370,4,43.92857143,,0.0 minutes,182,9951.359644 minutes,9995.288215,0.003850267,0.021183788,8.665280918,0,Nov,2,chrome_90.1.7,1,Returning_Visitor,FALSE,c_2,104.0091483,log404,,1
8371,2,569,1,58.5 minutes,23,941.6994048 minutes,1569.199405,0,0.008,9.331744184,0,Dec,2,chrome_99.1.4,4,New_Visitor,FALSE,c_2,95.19855214,log404,,1
8372,1,5,2,66.5 minutes,64,1716.583333 minutes,1788.083333,0.012121212,0.019444444,0,0,Nov,4,chrome_89,1,Returning_Visitor,TRUE,c_2,109.2211017,log202,,0
8373,0,0,0,0.0 minutes,7,43.0 minutes,43,0.085714286,0.121428571,0,,Dec,3,chrome_80,1,Returning_Visitor,FALSE,c_1,114.5202204,log202,,0
8374,3,37.58333333,0,0.0 minutes,67,1982.523611 minutes,,0.004411765,0.010971792,0,,Dec,2,chrome_99.1.4,3,Returning_Visitor,FALSE,c_1,101.4495868,log200,,0
8375,1,,0,,,1335.737854 minutes,,,0.002,,0,,4,edge_97.0.1072.76,,Returning_Visitor,TRUE,,,log200,,1
8376,0,0,0,0.0 minutes,28,690.9583333 minutes,690.9583333,0,0.022857143,0,0,Nov,2,chrome_80,6,Returning_Visitor,TRUE,c_2,100.6091757,log202,,0
8377,13,,,128.0 minutes,202,8217.678753 minutes,,0.001904762,0.013668745,3.651726351,0,Nov,2,chrome_89,3,Returning_Visitor,TRUE,c_10,87.34018774,log202,,1
8378,0,0,2,157.5 minutes,35,5999.808333 minutes,6157.308333,0.005405405,0.027207207,0,0,Dec,2,chrome_90.1.7,4,Returning_Visitor,TRUE,,115.0045368,log202,,0
8379,6,224.875,0,0.0 minutes,21,845.75 minutes,1070.625,0,0.008695652,0,0,Dec,8,browser_13_v18,9,Other,FALSE,c_20_72,104.5613045,log200,,0
8380,6,279,2,69.5 minutes,41,1430.25 minutes,1778.75,0,0.009929078,3.836079931,0,Dec,2,chrome_89,2,Returning_Visitor,FALSE,c_7,92.69727911,log_100,,1
8381,0,0,0,0.0 minutes,4,179.25 minutes,179.25,0,0.05,0,0,Dec,2,chrome_99.1.4,6,Returning_Visitor,FALSE,c_2,93.01384487,log400,,0
8382,8,197.7083333,6,130.5166667 minutes,35,1359.771429 minutes,,0.004761905,0.018611111,34.98992634,0,Nov,3,chrome_80,1,Returning_Visitor,TRUE,c_11,91.64275302,log200,,0
8383,1,3,,34.0 minutes,41,,1058.519444,0.009302326,0.017829457,0,0,Dec,1,chrome_99.1.4,3,New_Visitor,TRUE,,82.25369452,log202,,0
8384,2,34.5,0,0.0 minutes,17,491.8333333 minutes,,0,0.014705882,0,0,Dec,1,safari_15.4,3,New_Visitor,FALSE,c_2,111.1059168,log_100,,0
8385,0,0,,0.0 minutes,38,907.943254 minutes,907.943254,0,0.005405405,23.6645871,0,Dec,2,chrome_99.1.3,1,Returning_Visitor,FALSE,c_2,94.82067377,log_100,,1
8386,0,0,1,78.0 minutes,108,8402.715986 minutes,8480.715986,0.008873457,0.019558305,0,0,Nov,3,chrome_90.1.7,2,Returning_Visitor,FALSE,c_13,100.3193581,log200,,0
8387,2,49.7,1,0.0 minutes,64,1991.822567 minutes,,0.014830918,0.022398206,21.74053053,0,Nov,1,safari_14.1,1,Returning_Visitor,TRUE,c_2,87.31303541,log8080,,0
8388,4,61.25,0,0.0 minutes,21,595.75 minutes,657,0.038095238,0.076190476,0,0,Dec,2,chrome_90.1.7,4,Returning_Visitor,FALSE,c_1,128.0485724,log400,,0
8389,5,110,6,1188.5 minutes,230,9648.177094 minutes,,0.004444444,0.015486639,3.359435653,0,Nov,2,chrome_99.1.3,1,Returning_Visitor,FALSE,c_2,91.45714037,log404,,0
8390,0,0,0,0.0 minutes,5,73.0 minutes,73,0.12,0.16,0,0,Nov,2,chrome_99.1.4,2,Returning_Visitor,FALSE,c_3,103.6146969,log200,,0
8391,2,47,1,0.0 minutes,20,738.9107143 minutes,,0.017391304,0.023671498,0,0,Nov,3,chrome_99.1.3,1,Returning_Visitor,FALSE,c_2,93.25154657,log200,,0
8392,4,20.5,1,59.0 minutes,5,83.5 minutes,,0,0.014814815,0,0,Dec,2,chrome_99.1.4,9,Returning_Visitor,FALSE,c_3,98.97963087,log_100,,0
8393,0,0,0,0.0 minutes,1,0.0 minutes,,0.2,0.2,0,0,Dec,2,chrome_89,3,Other,TRUE,c_1,85.70002827,log_100,,0
8394,1,4,0,,22,1749.0 minutes,1753,0,0.015,0,0,Dec,2,chrome_98.0.1,3,Returning_Visitor,FALSE,,106.3339891,log200,,0
8395,0,0,0,0.0 minutes,7,140.4583333 minutes,140.4583333,0.028571429,0.034285714,0,0,Nov,3,,9,Returning_Visitor,FALSE,c_2,98.94777854,log404,,0
8396,0,0,0,0.0 minutes,37,698.5416667 minutes,698.5416667,0.003809524,0.015238095,0,0,Nov,2,chrome_99.1.4,6,Returning_Visitor,FALSE,c_11,105.817661,log8080,,0
